CpG Number,Start Position,End Position,Obs/Exp,%GC
14504,52542,52741,1.62,51.00
14505,52543,52742,1.65,50.50
14506,52544,52743,1.62,51.00
14507,52545,52744,1.65,50.50
14508,52546,52745,1.61,50.00
14509,52547,52746,1.61,50.00
14510,52548,52747,1.61,50.00
14511,52550,52749,1.52,50.00
14512,58958,59157,1.95,50.00
14513,58959,59158,1.92,50.50
14514,58960,59159,1.95,50.00
14515,58961,59160,1.95,50.00
14516,58962,59161,1.95,50.00
14517,58963,59162,1.95,50.00
14518,58964,59163,1.95,50.00
14519,58965,59164,1.92,50.50
14520,58966,59165,1.92,50.50
14521,58967,59166,2.08,50.00
14522,58968,59167,2.08,50.00
14523,58970,59169,2.08,50.00
14524,58971,59170,2.08,50.00
14525,58972,59171,2.25,50.50
14526,58973,59172,2.22,51.00
14527,58974,59173,2.04,51.00
14528,58975,59174,2.04,51.00
14529,58976,59175,2.01,51.50
14530,58977,59176,1.99,52.00
14531,58978,59177,1.97,52.50
14532,58979,59178,1.95,53.00
14533,58980,59179,1.95,53.00
14534,58981,59180,1.95,53.00
14535,58982,59181,1.93,53.50
14536,58983,59182,1.93,53.50
14537,58984,59183,1.93,53.50
14538,58985,59184,1.93,53.50
14539,58986,59185,1.91,54.00
14540,58987,59186,1.91,54.00
14541,58988,59187,1.91,54.00
14542,58989,59188,1.93,53.50
14543,58990,59189,1.93,53.50
14544,58991,59190,1.80,53.50
14545,58992,59191,1.82,53.00
14546,58993,59192,1.96,53.50
14547,58994,59193,1.94,54.00
14548,58995,59194,1.92,54.50
14549,58996,59195,1.94,54.00
14550,58997,59196,1.92,54.50
14551,58998,59197,1.92,54.50
14552,58999,59198,1.90,55.00
14553,59000,59199,1.88,55.50
14554,59001,59200,1.86,56.00
14555,59002,59201,2.02,55.50
14556,59003,59202,2.00,56.00
14557,59004,59203,1.85,55.50
14558,59005,59204,1.85,55.50
14559,59006,59205,1.87,55.00
14560,59007,59206,1.85,55.50
14561,59008,59207,1.85,55.50
14562,59009,59208,1.85,55.50
14563,59010,59209,1.87,55.00
14564,59011,59210,1.87,55.00
14565,59012,59211,1.73,55.50
14566,59013,59212,1.86,56.00
14567,59014,59213,1.86,56.00
14568,59015,59214,1.86,56.00
14569,59016,59215,1.85,56.50
14570,59017,59216,1.85,56.50
14571,59018,59217,1.85,56.50
14572,59019,59218,1.85,56.50
14573,59020,59219,1.85,56.50
14574,59021,59220,1.83,57.00
14575,59022,59221,1.83,57.00
14576,59023,59222,1.83,57.00
14577,59024,59223,1.81,57.50
14578,59025,59224,1.81,57.50
14579,59026,59225,1.81,57.50
14580,59027,59226,1.81,57.50
14581,59028,59227,1.81,57.50
14582,59029,59228,1.79,58.00
14583,59030,59229,1.81,57.50
14584,59031,59230,1.81,57.50
14585,59032,59231,1.81,57.50
14586,59033,59232,1.70,57.50
14587,59034,59233,1.84,57.50
14588,59035,59234,1.84,57.50
14589,59036,59235,1.82,58.00
14590,59037,59236,1.80,58.50
14591,59038,59237,1.80,58.50
14592,59039,59238,1.79,59.00
14593,59040,59239,1.90,59.00
14594,59041,59240,1.89,59.50
14595,59042,59241,1.74,59.50
14596,59043,59242,1.73,60.00
14597,59044,59243,1.73,60.00
14598,59045,59244,1.71,60.50
14599,59046,59245,1.73,60.00
14600,59047,59246,1.71,60.50
14601,59048,59247,1.73,60.00
14602,59049,59248,1.71,60.50
14603,59050,59249,1.69,61.00
14604,59051,59250,1.69,61.00
14605,59052,59251,1.71,60.50
14606,59053,59252,1.73,60.00
14607,59054,59253,1.62,60.00
14608,59055,59254,1.75,60.00
14609,59056,59255,1.74,60.50
14610,59057,59256,1.74,60.50
14611,59058,59257,1.74,60.50
14612,59059,59258,1.72,61.00
14613,59060,59259,1.70,61.50
14614,59061,59260,1.69,62.00
14615,59062,59261,1.82,61.50
14616,59063,59262,1.68,61.50
14617,59064,59263,1.68,61.50
14618,59065,59264,1.80,61.50
14619,59066,59265,1.80,61.50
14620,59067,59266,1.65,61.50
14621,59068,59267,1.65,61.50
14622,59069,59268,1.64,62.00
14623,59070,59269,1.64,62.00
14624,59071,59270,1.62,62.50
14625,59072,59271,1.64,62.00
14626,59073,59272,1.64,62.00
14627,59074,59273,1.62,62.50
14628,59075,59274,1.62,62.50
14629,59076,59275,1.61,63.00
14630,59077,59276,1.61,63.00
14631,59078,59277,1.75,62.50
14632,59079,59278,1.91,62.50
14633,59080,59279,1.90,63.00
14634,59081,59280,1.72,63.00
14635,59082,59281,1.72,63.00
14636,59083,59282,1.72,63.00
14637,59084,59283,1.71,63.50
14638,59085,59284,1.71,63.50
14639,59086,59285,1.69,64.00
14640,59087,59286,1.69,64.00
14641,59088,59287,1.69,64.00
14642,59089,59288,1.69,64.00
14643,59090,59289,1.68,64.50
14644,59091,59290,1.68,64.50
14645,59092,59291,1.68,64.50
14646,59093,59292,1.67,65.00
14647,59094,59293,1.65,65.50
14648,59095,59294,1.65,65.50
14649,59096,59295,1.64,66.00
14650,59097,59296,1.64,66.00
14651,59098,59297,1.65,65.50
14652,59099,59298,1.64,66.00
14653,59100,59299,1.81,66.00
14654,59101,59300,1.63,66.00
14655,59102,59301,1.63,66.00
14656,59103,59302,1.63,66.00
14657,59104,59303,1.61,66.50
14658,59105,59304,1.80,66.50
14659,59106,59305,1.79,67.00
14660,59107,59306,1.59,67.00
14661,59108,59307,1.59,67.00
14662,59109,59308,1.59,67.00
14663,59110,59309,1.80,67.00
14664,59111,59310,1.79,67.50
14665,59112,59311,1.79,67.50
14666,59113,59312,1.56,67.50
14667,59114,59313,1.55,68.00
14668,59115,59314,1.55,68.00
14669,59116,59315,1.55,68.00
14670,59117,59316,1.55,68.00
14671,59118,59317,1.55,68.00
14672,59119,59318,1.55,68.00
14673,59120,59319,1.54,68.50
14674,59121,59320,1.54,68.50
14675,59122,59321,1.54,68.50
14676,59123,59322,1.54,68.50
14677,59124,59323,1.54,68.50
14678,59125,59324,1.53,69.00
14679,59126,59325,1.52,69.50
14680,59127,59326,1.50,70.00
14681,59128,59327,1.75,69.50
14682,59129,59328,1.74,70.00
14683,59130,59329,1.49,70.00
14684,59131,59330,1.49,70.00
14685,59132,59331,1.50,69.50
14686,59133,59332,1.49,70.00
14687,59134,59333,1.49,70.00
14688,59135,59334,1.49,70.00
14689,59136,59335,1.49,70.00
14690,59137,59336,1.49,70.00
14691,59138,59337,1.50,69.50
14692,59139,59338,1.49,70.00
14693,59140,59339,1.49,70.00
14694,59141,59340,1.48,70.50
14695,59142,59341,1.48,70.50
14696,59143,59342,1.48,70.50
14697,59144,59343,1.48,70.50
14698,59145,59344,1.48,70.50
14699,59146,59345,1.48,70.50
14700,59147,59346,1.47,71.00
14701,59148,59347,1.47,71.00
14702,59149,59348,1.47,71.00
14703,59150,59349,1.70,71.50
14704,59151,59350,1.46,71.50
14705,59152,59351,1.46,71.50
14706,59153,59352,1.46,71.50
14707,59154,59353,1.46,71.50
14708,59155,59354,1.46,71.50
14709,59156,59355,1.46,71.50
14710,59157,59356,1.46,71.50
14711,59158,59357,1.47,71.00
14712,59159,59358,1.47,71.00
14713,59160,59359,1.46,71.50
14714,59161,59360,1.46,71.50
14715,59162,59361,1.46,71.50
14716,59163,59362,1.46,71.50
14717,59164,59363,1.25,72.00
14718,59165,59364,1.26,71.50
14719,59166,59365,1.11,71.50
14720,59167,59366,1.29,72.00
14721,59168,59367,1.29,72.00
14722,59169,59368,1.28,72.50
14723,59170,59369,1.46,72.00
14724,59171,59370,1.45,72.50
14725,59172,59371,1.25,72.00
14726,59173,59372,1.25,72.00
14727,59174,59373,1.26,71.50
14728,59175,59374,1.25,72.00
14729,59176,59375,1.26,71.50
14730,59177,59376,1.26,71.50
14731,59178,59377,1.27,71.00
14732,59179,59378,1.12,71.00
14733,59180,59379,1.13,70.50
14734,59181,59380,1.31,71.00
14735,59182,59381,1.32,70.50
14736,59183,59382,1.17,71.00
14737,59184,59383,1.18,70.50
14738,59185,59384,1.34,71.00
14739,59186,59385,1.35,70.50
14740,59187,59386,1.22,70.50
14741,59188,59387,1.22,70.50
14742,59189,59388,1.36,71.00
14743,59190,59389,1.36,71.00
14744,59191,59390,1.50,71.00
14745,59192,59391,1.50,71.00
14746,59193,59392,1.34,71.00
14747,59194,59393,1.35,70.50
14748,59195,59394,1.35,70.50
14749,59196,59395,1.35,70.50
14750,59197,59396,1.35,70.50
14751,59198,59397,1.35,70.50
14752,59199,59398,1.35,70.50
14753,59200,59399,1.36,70.00
14754,59201,59400,1.36,70.00
14755,59202,59401,1.36,70.00
14756,59203,59402,1.36,70.00
14757,59204,59403,1.36,70.00
14758,59205,59404,1.37,69.50
14759,59206,59405,1.37,69.50
14760,59207,59406,1.38,69.00
14761,59208,59407,1.38,69.00
14762,59209,59408,1.37,69.50
14763,59210,59409,1.36,70.00
14764,59211,59410,1.35,70.50
14765,59212,59411,1.50,70.50
14766,59213,59412,1.33,70.00
14767,59214,59413,1.33,70.00
14768,59215,59414,1.34,69.50
14769,59216,59415,1.34,69.50
14770,59217,59416,1.34,69.50
14771,59218,59417,1.34,69.50
14772,59219,59418,1.34,69.50
14773,59220,59419,1.34,69.50
14774,59221,59420,1.35,69.00
14775,59222,59421,1.35,69.00
14776,59223,59422,1.34,69.50
14777,59224,59423,1.34,69.50
14778,59225,59424,1.33,70.00
14779,59226,59425,1.33,70.00
14780,59227,59426,1.33,70.00
14781,59228,59427,1.33,70.00
14782,59229,59428,1.34,69.50
14783,59230,59429,1.33,70.00
14784,59231,59430,1.33,70.00
14785,59232,59431,1.32,70.50
14786,59233,59432,1.50,70.00
14787,59234,59433,1.29,70.00
14788,59235,59434,1.30,69.50
14789,59236,59435,1.31,69.00
14790,59237,59436,1.32,68.50
14791,59238,59437,1.32,68.50
14792,59239,59438,1.33,68.00
14793,59240,59439,1.34,67.50
14794,59241,59440,1.35,67.00
14795,59242,59441,1.35,67.00
14796,59243,59442,1.36,66.50
14797,59244,59443,1.36,66.50
14798,59245,59444,1.37,66.00
14799,59246,59445,1.37,66.00
14800,59247,59446,1.38,65.50
14801,59248,59447,1.37,66.00
14802,59249,59448,1.38,65.50
14803,59250,59449,1.22,65.50
14804,59251,59450,1.22,65.50
14805,59252,59451,1.22,65.50
14806,59253,59452,1.22,65.50
14807,59254,59453,1.39,65.00
14808,59255,59454,1.39,65.00
14809,59256,59455,1.39,65.00
14810,59257,59456,1.41,64.50
14811,59258,59457,1.42,64.00
14812,59259,59458,1.42,64.00
14813,59260,59459,1.43,63.50
14814,59261,59460,1.43,63.50
14815,59262,59461,1.43,63.50
14816,59263,59462,1.26,63.50
14817,59264,59463,1.13,63.50
14818,59265,59464,1.03,63.50
14819,59266,59465,1.03,63.50
14820,59267,59466,1.03,63.00
14821,59268,59467,0.94,63.50
14822,59269,59468,0.87,63.50
14823,59270,59469,0.88,63.00
14824,59271,59470,0.88,62.50
14825,59272,59471,0.88,62.50
14826,59273,59472,0.89,62.00
14827,59274,59473,1.04,62.00
14828,59275,59474,1.05,61.50
14829,59276,59475,1.06,61.00
14830,59277,59476,1.06,61.00
14831,59278,59477,1.05,61.50
14832,59279,59478,0.98,61.50
14833,59280,59479,0.99,61.00
14834,59281,59480,1.13,61.00
14835,59282,59481,1.13,61.00
14836,59283,59482,1.13,61.00
14837,59284,59483,1.13,61.00
14838,59285,59484,1.06,61.00
14839,59286,59485,1.00,61.00
14840,59287,59486,1.01,60.50
14841,59288,59487,1.12,61.00
14842,59289,59488,1.12,61.00
14843,59290,59489,1.13,60.50
14844,59291,59490,1.13,60.50
14845,59292,59491,1.06,61.00
14846,59293,59492,1.18,61.00
14847,59294,59493,1.18,61.00
14848,59295,59494,1.19,60.50
14849,59296,59495,1.19,60.50
14850,59297,59496,1.19,60.50
14851,59298,59497,1.12,61.00
14852,59299,59498,1.13,60.50
14853,59300,59499,1.08,60.50
14854,59301,59500,1.09,60.00
14855,59302,59501,1.03,60.50
14856,59303,59502,1.14,60.50
14857,59304,59503,1.09,60.50
14858,59305,59504,1.05,60.50
14859,59306,59505,1.06,60.00
14860,59307,59506,1.15,60.00
14861,59308,59507,1.15,60.00
14862,59309,59508,1.17,59.50
14863,59310,59509,1.18,59.00
14864,59311,59510,1.19,58.50
14865,59312,59511,1.14,59.00
14866,59313,59512,1.10,59.00
14867,59314,59513,1.06,59.00
14868,59315,59514,1.08,58.50
14869,59316,59515,1.16,58.50
14870,59317,59516,1.13,58.50
14871,59318,59517,1.13,58.50
14872,59319,59518,1.10,58.50
14873,59320,59519,1.11,58.00
14874,59321,59520,1.12,57.50
14875,59322,59521,1.12,57.50
14876,59323,59522,1.21,57.50
14877,59324,59523,1.21,57.50
14878,59325,59524,1.21,57.50
14879,59326,59525,1.22,57.00
14880,59327,59526,1.22,57.00
14881,59328,59527,1.21,57.50
14882,59329,59528,1.18,57.50
14883,59330,59529,1.15,57.50
14884,59331,59530,1.23,57.50
14885,59332,59531,1.23,57.50
14886,59333,59532,1.23,57.50
14887,59334,59533,1.23,57.50
14888,59335,59534,1.20,57.50
14889,59336,59535,1.28,57.50
14890,59337,59536,1.28,57.50
14891,59338,59537,1.27,58.00
14892,59339,59538,1.28,57.50
14893,59340,59539,1.28,57.50
14894,59341,59540,1.28,57.50
14895,59342,59541,1.30,57.00
14896,59343,59542,1.30,57.00
14897,59344,59543,1.27,57.00
14898,59345,59544,1.29,56.50
14899,59346,59545,1.24,57.00
14900,59347,59546,1.22,57.00
14901,59348,59547,1.22,57.00
14902,59349,59548,1.32,57.00
14903,59350,59549,1.26,56.50
14904,59351,59550,1.26,56.50
14905,59352,59551,1.26,56.50
14906,59353,59552,1.27,56.00
14907,59354,59553,1.23,56.50
14908,59355,59554,1.25,56.00
14909,59356,59555,1.33,56.00
14910,59357,59556,1.33,56.00
14911,59358,59557,1.33,56.00
14912,59359,59558,1.33,56.00
14913,59360,59559,1.34,55.50
14914,59361,59560,1.32,55.50
14915,59362,59561,1.32,55.50
14916,59363,59562,1.30,55.50
14917,59364,59563,1.34,55.00
14918,59365,59564,1.34,55.00
14919,59366,59565,1.34,55.00
14920,59367,59566,1.28,54.50
14921,59368,59567,1.28,54.50
14922,59369,59568,1.29,54.00
14923,59370,59569,1.29,54.00
14924,59371,59570,1.31,53.50
14925,59372,59571,1.31,53.50
14926,59373,59572,1.33,53.00
14927,59374,59573,1.33,53.00
14928,59375,59574,1.35,52.50
14929,59376,59575,1.35,52.50
14930,59377,59576,1.37,52.00
14931,59378,59577,1.33,52.50
14932,59379,59578,1.37,52.00
14933,59380,59579,1.37,52.00
14934,59381,59580,1.30,51.50
14935,59382,59581,1.30,51.50
14936,59383,59582,1.34,51.00
14937,59384,59583,1.34,51.00
14938,59385,59584,1.27,50.50
14939,59386,59585,1.34,51.00
14940,59387,59586,1.34,51.00
14941,59388,59587,1.34,51.00
14942,59389,59588,1.34,51.00
14943,59390,59589,1.32,51.50
14944,59391,59590,1.32,51.50
14945,59392,59591,1.32,51.50
14946,59393,59592,1.32,51.50
14947,59394,59593,1.32,51.50
14948,59395,59594,1.32,51.50
14949,59396,59595,1.30,52.00
14950,59397,59596,1.32,51.50
14951,59398,59597,1.32,51.50
14952,59399,59598,1.32,51.50
14953,59400,59599,1.32,51.50
14954,59401,59600,1.32,51.50
14955,59402,59601,1.28,52.00
14956,59403,59602,1.30,51.50
14957,59404,59603,1.30,51.50
14958,59405,59604,1.37,52.00
14959,59406,59605,1.33,52.50
14960,59407,59606,1.29,53.00
14961,59408,59607,1.31,52.50
14962,59409,59608,1.39,52.50
14963,59410,59609,1.41,52.00
14964,59411,59610,1.43,51.50
14965,59412,59611,1.45,51.00
14966,59413,59612,1.45,51.00
14967,59414,59613,1.43,51.00
14968,59415,59614,1.39,51.50
14969,59416,59615,1.38,51.50
14970,59417,59616,1.38,51.50
14971,59418,59617,1.46,51.50
14972,59419,59618,1.44,51.50
14973,59420,59619,1.47,51.00
14974,59421,59620,1.47,51.00
14975,59422,59621,1.45,51.00
14976,59423,59622,1.48,50.50
14977,59424,59623,1.50,50.00
14978,59425,59624,1.58,50.00
14979,59426,59625,1.58,50.00
14980,59427,59626,1.56,50.50
14981,59428,59627,1.58,50.00
14982,59429,59628,1.56,50.50
14983,59430,59629,1.56,50.50
14984,59431,59630,1.52,51.00
14985,59432,59631,1.54,50.50
14986,59433,59632,1.60,51.00
14987,59434,59633,1.63,50.50
14988,59435,59634,1.60,51.00
14989,59436,59635,1.57,51.50
14990,59437,59636,1.54,52.00
14991,59438,59637,1.54,52.00
14992,59439,59638,1.59,52.50
14993,59440,59639,1.56,53.00
14994,59441,59640,1.56,53.00
14995,59442,59641,1.56,53.00
14996,59443,59642,1.56,53.00
14997,59444,59643,1.56,53.00
14998,59445,59644,1.56,53.00
14999,59446,59645,1.56,53.00
15000,59447,59646,1.54,53.50
15001,59448,59647,1.53,53.50
15002,59449,59648,1.53,53.50
15003,59450,59649,1.56,53.00
15004,59451,59650,1.61,53.50
15005,59452,59651,1.61,53.50
15006,59453,59652,1.61,53.50
15007,59454,59653,1.57,54.00
15008,59455,59654,1.49,54.00
15009,59456,59655,1.52,53.50
15010,59457,59656,1.56,54.00
15011,59458,59657,1.53,54.50
15012,59459,59658,1.60,54.50
15013,59460,59659,1.57,55.00
15014,59461,59660,1.57,55.00
15015,59462,59661,1.55,55.50
15016,59463,59662,1.55,55.50
15017,59464,59663,1.63,55.50
15018,59465,59664,1.64,55.50
15019,59466,59665,1.64,55.50
15020,59467,59666,1.62,56.00
15021,59468,59667,1.63,56.00
15022,59469,59668,1.67,55.50
15023,59470,59669,1.67,55.50
15024,59471,59670,1.65,56.00
15025,59472,59671,1.61,56.50
15026,59473,59672,1.57,57.00
15027,59474,59673,1.57,57.00
15028,59475,59674,1.57,57.00
15029,59476,59675,1.55,57.50
15030,59477,59676,1.57,57.00
15031,59478,59677,1.57,57.00
15032,59479,59678,1.57,57.00
15033,59480,59679,1.54,57.50
15034,59481,59680,1.54,57.50
15035,59482,59681,1.54,57.50
15036,59483,59682,1.54,57.50
15037,59484,59683,1.56,57.00
15038,59485,59684,1.59,56.50
15039,59486,59685,1.63,56.00
15040,59487,59686,1.61,56.50
15041,59488,59687,1.53,56.50
15042,59489,59688,1.59,56.50
15043,59490,59689,1.59,56.50
15044,59491,59690,1.58,56.50
15045,59492,59691,1.62,56.00
15046,59493,59692,1.57,55.50
15047,59494,59693,1.60,55.00
15048,59495,59694,1.64,55.50
15049,59496,59695,1.63,55.50
15050,59497,59696,1.65,55.00
15051,59498,59697,1.65,55.00
15052,59499,59698,1.65,55.00
15053,59500,59699,1.65,55.00
15054,59501,59700,1.62,55.50
15055,59502,59701,1.65,55.00
15056,59503,59702,1.65,55.00
15057,59504,59703,1.65,55.00
15058,59505,59704,1.65,55.00
15059,59506,59705,1.65,55.00
15060,59507,59706,1.65,55.00
15061,59508,59707,1.63,55.50
15062,59509,59708,1.60,56.00
15063,59510,59709,1.57,56.50
15064,59511,59710,1.57,56.50
15065,59512,59711,1.60,56.00
15066,59513,59712,1.60,56.00
15067,59514,59713,1.64,55.50
15068,59515,59714,1.64,55.50
15069,59516,59715,1.64,55.50
15070,59517,59716,1.68,55.00
15071,59518,59717,1.66,55.50
15072,59519,59718,1.66,55.50
15073,59520,59719,1.70,56.00
15074,59521,59720,1.70,56.00
15075,59522,59721,1.70,56.00
15076,59523,59722,1.66,55.50
15077,59524,59723,1.64,55.50
15078,59525,59724,1.67,55.00
15079,59526,59725,1.63,55.50
15080,59527,59726,1.62,55.50
15081,59528,59727,1.68,55.50
15082,59529,59728,1.72,55.00
15083,59530,59729,1.72,55.00
15084,59531,59730,1.68,54.50
15085,59532,59731,1.64,55.00
15086,59533,59732,1.67,54.50
15087,59534,59733,1.69,54.00
15088,59535,59734,1.73,53.50
15089,59536,59735,1.69,53.00
15090,59537,59736,1.71,52.50
15091,59538,59737,1.74,52.00
15092,59539,59738,1.74,52.00
15093,59540,59739,1.77,51.50
15094,59541,59740,1.80,51.00
15095,59542,59741,1.80,51.00
15096,59543,59742,1.80,51.00
15097,59544,59743,1.80,51.00
15098,59545,59744,1.80,51.00
15099,59546,59745,1.84,50.50
15100,59547,59746,1.89,50.00
15101,59548,59747,1.89,50.00
15102,59549,59748,1.80,50.00
15103,59550,59749,1.84,50.50
15104,59551,59750,1.84,50.50
15105,59552,59751,1.83,50.50
15106,59553,59752,1.83,50.50
15107,59554,59753,1.92,50.50
15108,59555,59754,1.92,50.50
15109,59556,59755,1.88,50.00
15110,59557,59756,1.87,50.00
15111,59558,59757,1.83,50.50
15112,59559,59758,1.86,50.00
15113,59560,59759,1.82,50.50
15114,59561,59760,1.82,50.50
15115,59562,59761,1.78,51.00
15116,59563,59762,1.82,50.50
15117,59564,59763,1.82,50.50
15118,59565,59764,1.82,50.50
15119,59566,59765,1.86,50.00
15120,59567,59766,1.86,50.00
15121,59568,59767,1.86,50.00
15122,59569,59768,1.82,50.50
15123,59570,59769,1.82,50.50
15124,59571,59770,1.82,50.50
15125,59572,59771,1.82,50.50
15126,59573,59772,1.78,51.00
15127,59574,59773,1.74,51.50
15128,59575,59774,1.74,51.50
15129,59576,59775,1.74,51.50
15130,59577,59776,1.71,52.00
15131,59578,59777,1.74,51.50
15132,59579,59778,1.74,51.50
15133,59580,59779,1.74,51.50
15134,59581,59780,1.74,51.50
15135,59582,59781,1.74,51.50
15136,59583,59782,1.74,51.50
15137,59584,59783,1.71,52.00
15138,59585,59784,1.71,52.00
15139,59586,59785,1.66,51.50
15140,59587,59786,1.70,51.00
15141,59588,59787,1.70,51.00
15142,59589,59788,1.70,51.00
15143,59590,59789,1.70,51.00
15144,59591,59790,1.73,50.50
15145,59592,59791,1.73,50.50
15146,59593,59792,1.73,50.50
15147,59594,59793,1.73,50.50
15148,59595,59794,1.76,50.00
15149,59596,59795,1.76,50.00
15150,59597,59796,1.76,50.00
15151,59598,59797,1.76,50.00
15152,59599,59798,1.76,50.00
15153,59600,59799,1.76,50.00
15154,59601,59800,1.84,50.00
15155,59850,60049,2.05,50.00
15156,59851,60050,2.02,50.50
15157,59852,60051,2.02,50.50
15158,59853,60052,2.05,51.00
15159,59854,60053,2.00,51.50
15160,59855,60054,1.99,51.50
15161,59856,60055,1.99,51.50
15162,59857,60056,1.99,51.50
15163,59858,60057,1.95,52.00
15164,59859,60058,1.98,51.50
15165,59860,60059,1.98,51.50
15166,59861,60060,2.02,51.00
15167,59862,60061,2.02,51.00
15168,59863,60062,2.02,51.00
15169,59864,60063,1.98,50.50
15170,59865,60064,1.98,50.50
15171,59866,60065,2.02,51.00
15172,59867,60066,2.02,51.00
15173,59868,60067,1.98,51.50
15174,59869,60068,1.94,52.00
15175,59870,60069,1.87,52.00
15176,59871,60070,1.87,52.00
15177,59872,60071,1.92,51.50
15178,59873,60072,1.95,52.00
15179,59874,60073,1.95,52.00
15180,59875,60074,1.95,52.00
15181,59876,60075,1.88,52.00
15182,59877,60076,1.93,51.50
15183,59878,60077,1.93,51.50
15184,59879,60078,1.89,52.00
15185,59880,60079,1.86,52.50
15186,59881,60080,1.89,52.00
15187,59882,60081,1.89,52.00
15188,59883,60082,1.86,51.50
15189,59884,60083,1.89,52.00
15190,59885,60084,1.91,52.00
15191,59886,60085,1.91,52.00
15192,59887,60086,1.94,52.50
15193,59888,60087,1.94,52.50
15194,59889,60088,1.97,52.00
15195,59890,60089,1.94,52.50
15196,59891,60090,1.91,53.00
15197,59892,60091,1.88,53.50
15198,59893,60092,1.88,53.50
15199,59894,60093,1.88,53.50
15200,59895,60094,1.91,53.00
15201,59896,60095,1.94,52.50
15202,59897,60096,1.91,53.00
15203,59898,60097,1.88,52.50
15204,59899,60098,1.92,52.00
15205,59900,60099,1.92,52.00
15206,59901,60100,1.92,52.00
15207,59902,60101,1.86,52.00
15208,59903,60102,1.88,52.00
15209,59904,60103,1.85,52.50
15210,59905,60104,1.85,52.50
15211,59906,60105,1.91,52.50
15212,59907,60106,1.85,52.50
15213,59908,60107,1.92,52.50
15214,59909,60108,1.88,53.00
15215,59910,60109,1.83,53.50
15216,59911,60110,1.83,53.50
15217,59912,60111,1.80,54.00
15218,59913,60112,1.80,54.00
15219,59914,60113,1.83,54.50
15220,59915,60114,1.79,55.00
15221,59916,60115,1.76,55.50
15222,59917,60116,1.74,56.00
15223,59918,60117,1.71,56.50
15224,59919,60118,1.69,57.00
15225,59920,60119,1.71,56.50
15226,59921,60120,1.69,56.00
15227,59922,60121,1.71,56.50
15228,59923,60122,1.70,56.50
15229,59924,60123,1.66,57.00
15230,59925,60124,1.61,57.00
15231,59926,60125,1.61,57.00
15232,59927,60126,1.61,57.00
15233,59928,60127,1.63,56.50
15234,59929,60128,1.63,56.50
15235,59930,60129,1.63,56.50
15236,59931,60130,1.63,56.50
15237,59932,60131,1.66,57.00
15238,59933,60132,1.64,57.50
15239,59934,60133,1.59,57.50
15240,59935,60134,1.61,57.00
15241,59936,60135,1.59,57.50
15242,59937,60136,1.56,58.00
15243,59938,60137,1.59,58.50
15244,59939,60138,1.57,59.00
15245,59940,60139,1.52,59.00
15246,59941,60140,1.54,58.50
15247,59942,60141,1.54,58.50
15248,59943,60142,1.52,59.00
15249,59944,60143,1.47,59.00
15250,59945,60144,1.47,59.00
15251,59946,60145,1.51,58.50
15252,59947,60146,1.53,58.00
15253,59948,60147,1.56,58.50
15254,59949,60148,1.56,58.50
15255,59950,60149,1.54,59.00
15256,59951,60150,1.56,58.50
15257,59952,60151,1.53,58.00
15258,59953,60152,1.57,57.50
15259,59954,60153,1.59,58.00
15260,59955,60154,1.59,58.00
15261,59956,60155,1.63,57.50
15262,59957,60156,1.63,57.50
15263,59958,60157,1.65,57.00
15264,59959,60158,1.65,57.00
15265,59960,60159,1.63,57.50
15266,59961,60160,1.60,57.00
15267,59962,60161,1.58,57.50
15268,59963,60162,1.65,57.50
15269,59964,60163,1.69,57.00
15270,59965,60164,1.67,57.00
15271,59966,60165,1.69,56.50
15272,59967,60166,1.72,56.00
15273,59968,60167,1.72,56.00
15274,59969,60168,1.67,56.00
15275,59970,60169,1.67,56.00
15276,59971,60170,1.64,56.50
15277,59972,60171,1.67,56.00
15278,59973,60172,1.62,56.00
15279,59974,60173,1.62,56.00
15280,59975,60174,1.64,55.50
15281,59976,60175,1.62,56.00
15282,59977,60176,1.67,56.00
15283,59978,60177,1.65,56.00
15284,59979,60178,1.61,56.50
15285,59980,60179,1.59,56.50
15286,59981,60180,1.59,56.50
15287,59982,60181,1.62,56.00
15288,59983,60182,1.64,55.50
15289,59984,60183,1.64,55.50
15290,59985,60184,1.64,55.50
15291,59986,60185,1.64,55.50
15292,59987,60186,1.64,55.50
15293,59988,60187,1.64,55.50
15294,59989,60188,1.64,55.50
15295,59990,60189,1.62,56.00
15296,59991,60190,1.67,56.00
15297,59992,60191,1.67,56.00
15298,59993,60192,1.70,55.50
15299,59994,60193,1.70,55.50
15300,59995,60194,1.70,55.50
15301,59996,60195,1.72,55.00
15302,59997,60196,1.67,55.00
15303,59998,60197,1.72,55.00
15304,59999,60198,1.71,55.00
15305,60000,60199,1.68,54.50
15306,60001,60200,1.64,55.00
15307,60002,60201,1.67,54.50
15308,60003,60202,1.67,54.50
15309,60004,60203,1.63,54.00
15310,60005,60204,1.67,53.50
15311,60006,60205,1.68,53.50
15312,60007,60206,1.71,53.00
15313,60008,60207,1.74,53.50
15314,60009,60208,1.74,53.50
15315,60010,60209,1.68,53.50
15316,60011,60210,1.68,53.50
15317,60012,60211,1.76,53.50
15318,60013,60212,1.74,53.50
15319,60014,60213,1.72,54.00
15320,60015,60214,1.68,53.50
15321,60016,60215,1.68,53.50
15322,60017,60216,1.68,53.50
15323,60018,60217,1.68,53.50
15324,60019,60218,1.73,53.00
